node_id,count,A,r,cL,word
185,0,100,17372955,5625285537819737619954363398629,1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.2.1.2.2.1.1.1.1.2.1.1.1.1.1.1.1.2.1.1.1.7.1.4.1.1.2.1.1.2.2.1.1.1.1.1.3.1.4.2.2.1.1.1.3.1.1.1.3.6
186,0,101,17321599,6819514531783545706559402274433,1.1.1.1.1.1.2.1.1.1.1.2.1.1.2.1.1.1.2.1.2.1.1.2.2.1.1.1.1.1.1.1.2.1.3.3.1.2.3.1.2.3.1.1.1.1.1.2.2.2.1.1.2.4.1.7.2.1.1.3.1.2.1.3
187,0,101,15549055,27140412111598168189823230737025,1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.4.1.1.2.1.1.1.1.1.2.2.1.1.1.1.1.1.2.1.2.3.3.1.4.2.2.1.1.2.6.1.1.1.1.2.7.2.1.3.1.1.3.1.1.1.1
188,0,101,5815535,26097382779378999813661226749969,1.1.1.2.1.1.1.1.1.5.2.1.1.1.1.1.1.2.1.1.1.1.1.1.2.1.2.3.1.1.1.1.1.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.1.4.1.3.3.7.1.4.1.7.1.2.1.1.1.1
189,0,101,13125871,32084302580238610666289354327057,1.1.1.2.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.2.1.1.3.4.1.1.1.1.1.2.2.1.1.1.3.1.1.2.1.1.1.1.1.2.1.6.4.2.1.1.1.9.2.1.1.1.5.1.1.1.1.1.1.2
190,0,101,8073063,6232489875176758611194707953049,1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.3.1.2.2.1.1.1.1.2.1.1.1.2.1.1.1.1.1.1.2.1.4.2.2.1.1.1.1.2.1.2.2.1.3.2.1.3.1.2.2.4.2.2.6.1.1.3.1.3
191,0,101,17590119,12098261987616967599018159541657,1.1.2.1.1.1.1.1.1.2.1.1.1.1.1.1.6.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2.3.2.1.2.1.2.1.1.3.3.5.1.1.1.7.1.2.2.1.1.1.2.1.4.3.1.1.1.1.3
192,0,101,6458471,5747599054987787949418135906457,1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.4.1.1.1.1.4.3.1.2.1.2.1.2.3.3.1.4.3.1.1.2.3.4
193,0,101,16529127,22102125872546128324297163882009,1.1.2.1.1.2.1.2.1.1.2.1.1.1.1.1.1.1.2.1.1.1.2.1.1.1.1.1.1.1.1.1.1.2.1.4.2.1.1.1.5.3.6.2.1.3.1.1.1.1.4.3.1.2.2.3.1.2.1.1.1.1.2.2
194,0,101,7995675,12307757231598697179880931135461,1.2.1.1.1.1.1.3.1.1.1.3.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.2.1.1.1.1.3.3.1.2.1.1.1.1.1.1.1.2.1.1.1.3.3.3.3.3.3.3.3.3.3.1.2.3.1.1
195,0,101,14587899,9679297387393992928614104111365,1.2.1.2.1.2.1.1.2.1.1.1.1.1.1.1.1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.1.1.4.1.3.1.7.1.2.3.2.1.1.1.1.1.1.1.1.2.2.1.2.1.1.1.1.7.2.3.3
196,0,101,3181803,9670741230319965219191684592661,1.2.2.1.1.2.1.1.2.1.2.1.1.1.1.1.1.1.1.1.2.1.3.1.1.1.1.1.2.1.1.1.1.1.1.3.1.4.1.2.1.2.1.1.1.1.1.1.1.1.1.1.2.1.1.4.3.1.1.3.2.4.2.9
197,0,101,18164393,12900123944352639773107539546199,2.1.1.1.1.1.1.1.1.1.1.1.1.3.1.2.2.1.1.1.1.2.1.1.1.2.1.1.1.1.1.1.2.1.4.2.2.1.1.1.1.2.1.2.2.1.3.2.1.3.1.2.2.4.2.2.6.1.1.3.1.3.1.1
198,0,101,18738057,24231529504311791527904794374007,2.1.1.2.1.2.1.1.1.1.3.1.1.1.1.2.3.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.1.2.4.1.2.2.1.3.4.1.1.1.3.1.1.2.1.5.6.1.1.1.4.1.1.1.2.1
199,0,101,18788729,10043965365235147958910460950919,2.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.2.2.1.1.1.2.2.1.2.3.1.1.1.1.1.3.1.2.1.1.3.1.2.1.3.3.2.1.3.1.1.2.1.6.2.2.1.5.1
200,0,101,8052025,18412102585456031166862018743751,2.1.2.2.1.1.1.1.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.2.3.1.2.1.6.1.2.1.1.1.1.1.3.1.2.1.6.1.4.3.2.1.2.1.1.4.1.5.1.2.1.1
